"HAUL_ID","OPERATION_ID","CRUISE_ID","CRUISE_LEG_ID","HAUL","STRATUM_ID","STATION_ID","NET_NUMBER","FOOTROPE_NUMBER","PORT_DOOR_NUMBER","STARBOARD_DOOR_NUMBER","SKIPPER_PERSONNEL_ID","AUTOTRAWL_METHOD","HAUL_TYPE","PERFORMANCE","BOTTOM_TYPE","BOTTOM_TYPE_METHOD","STEEPNESS","STEEPNESS_METHOD","START_TIMELOG","END_TIMELOG","DISTANCE_FISHED","DISTANCE_FISHED_METHOD","DOOR_SPREAD","DOOR_SPREAD_METHOD","DOOR_SPREAD_PINGS","DOOR_SPREAD_STANDARD_DEVIATION","NET_SPREAD","NET_SPREAD_METHOD","NET_SPREAD_PINGS","NET_SPREAD_STANDARD_DEVIATION","NET_HEIGHT","NET_HEIGHT_METHOD","NET_HEIGHT_PINGS","NET_HEIGHT_STANDARD_DEVIATION","GEAR_DEPTH","GEAR_DEPTH_METHOD","BOTTOM_DEPTH","BOTTOM_DEPTH_METHOD","WIRE_OUT","WIRE_OUT_METHOD","GEAR","ACCESSORIES","BOTTOM_CONTACT_METHOD","SURFACE_TEMPERATURE","SURFACE_TEMPERATURE_METHOD","GEAR_TEMPERATURE","GEAR_TEMPERATURE_METHOD","WIND_SPEED","WIND_SPEED_METHOD","WIND_DIRECTION","WIND_DIRECTION_METHOD","WAVE_HEIGHT","WAVE_HEIGHT_METHOD","WAVE_DIRECTION","WAVE_DIRECTION_METHOD","SWELL_HEIGHT","SWELL_HEIGHT_METHOD","SWELL_DIRECTION","SWELL_DIRECTION_METHOD","CURRENT_SPEED","CURRENT_SPEED_METHOD","CURRENT_DIRECTION","CURRENT_DIRECTION_METHOD","RECORDER_PERSONNEL_ID","TIME_ZONE","TOTAL_HAUL_WEIGHT","HAUL_CATCH_SAMPLE_METHOD","SPEED_METHOD","STRATUM","STATION","EDIT_DISTANCE_FISHED","EDIT_DISTANCE_FISHED_UNITS","EDIT_DOOR_SPREAD","EDIT_DOOR_SPREAD_UNITS","EDIT_NET_SPREAD","EDIT_NET_SPREAD_UNITS","EDIT_NET_HEIGHT","EDIT_NET_HEIGHT_UNITS","EDIT_GEAR_DEPTH","EDIT_GEAR_DEPTH_UNITS","EDIT_BOTTOM_DEPTH","EDIT_BOTTOM_DEPTH_UNITS","EDIT_WIRE_OUT","EDIT_WIRE_OUT_UNITS","EDIT_SURFACE_TEMPERATURE","EDIT_SURFACE_TEMPERATURE_UNITS","EDIT_GEAR_TEMPERATURE","EDIT_GEAR_TEMPERATURE_UNITS","EDIT_WIND_SPEED","EDIT_WIND_SPEED_UNITS","EDIT_WAVE_HEIGHT","EDIT_WAVE_HEIGHT_UNITS","EDIT_SWELL_HEIGHT","EDIT_SWELL_HEIGHT_UNITS","EDIT_CURRENT_SPEED","EDIT_CURRENT_SPEED_UNITS","EDIT_TOTAL_HAUL_WEIGHT_UNITS","EDIT_TOTAL_HAUL_WEIGHT","DATA_VERSION","CREATE_DATE","CREATED_BY","LOAD_ID","RECORD_SOURCE_ID","DAY_NIGHT_FLAG","TARGET_DEPTH","EDIT_TARGET_DEPTH","EDIT_TARGET_DEPTH_UNITS","DURATION","EDIT_DURATION","EDIT_DURATION_UNITS","ORIGINAL_RECORD_ID","RECORDERS_NAME","ABUNDANCE_HAUL"
20681,,751,527,198,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.941,1,,,,,15.5769,7,164,2.12,2.064,6,536,0.3,57,4,59,5,228.6,5,44,15,5,12.12,14,5.38,6,15,4,180,2,3,2,180,2,4,2,180,2,,,,,,-8,2230,2,11,31,"G-10",2.941,"KM",,"",15.5769,"M",2.064,"M",57,"M",59,"M",125,"FM",12.12,"C",5.38,"C",15,"KT",3,"FT",4,"FT",,"","KG",2230,2017.1,07-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12586,"Britt, Lyle","N"
20682,,751,527,199,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.818,1,,,,,17.0026,7,91,0.8,2.32,6,788,0.13,67,4,69,5,228.6,5,44,15,5,12.29,14,6.4,6,15,4,180,2,3,2,180,2,4,2,180,2,,,,,,-8,2410,2,11,31,"G-11",2.818,"KM",,"",17.0026,"M",2.32,"M",67,"M",69,"M",125,"FM",12.29,"C",6.4,"C",15,"KT",3,"FT",4,"FT",,"","KG",2410,2017.1,08-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12587,"Britt, Lyle","N"
20683,,751,527,200,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.828,1,,,,,16.9026,7,290,0.81,2.394,6,883,0.13,61,4,63,5,228.6,5,44,15,5,12.36,14,6.06,6,15,4,225,2,3,2,225,2,4,2,225,2,,,,,,-8,,1,11,31,"G-12",2.828,"KM",,"",16.9026,"M",2.394,"M",61,"M",63,"M",125,"FM",12.36,"C",6.06,"C",15,"KT",3,"FT",4,"FT",,"","",,2017.1,08-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12588,"Britt, Lyle","N"
20684,,751,527,201,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.83,1,,,,,16.8128,7,179,0.5554,2.273,6,396,0.15,62,4,64,5,228.6,5,44,15,5,12.15,14,5.78,6,15,4,180,2,3,2,180,2,4,2,180,2,,,,,,-8,3912,2,11,31,"H-12",2.83,"KM",,"",16.8128,"M",2.273,"M",62,"M",64,"M",125,"FM",12.15,"C",5.78,"C",15,"KT",3,"FT",4,"FT",,"","KG",3912,2017.1,08-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12589,"Britt, Lyle","N"
20685,,751,527,202,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.866,1,,,,,16.9114,7,276,0.6917,2.252,6,356,0.13,54,4,56,5,228.6,5,44,15,5,12.83,14,6.95,6,25,4,180,2,5,2,180,2,5,2,180,2,,,,,,-8,2342,2,11,31,"I-12",2.866,"KM",,"",16.9114,"M",2.252,"M",54,"M",56,"M",125,"FM",12.83,"C",6.95,"C",25,"KT",5,"FT",5,"FT",,"","KG",2342,2017.1,08-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12590,"Britt, Lyle","N"
20686,,751,527,203,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.823,1,,,,,16.4805,7,96,0.4558,2.411,6,433,0.17,51,4,53,5,182.88,5,44,15,5,11.92,14,7.97,6,20,4,180,2,4,2,180,2,6,2,180,2,,,,,,-8,2148,2,11,31,"I-13",2.823,"KM",,"",16.4805,"M",2.411,"M",51,"M",53,"M",100,"FM",11.92,"C",7.97,"C",20,"KT",4,"FT",6,"FT",,"","KG",2148,2017.1,08-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12591,"Britt, Lyle","N"
20687,,751,527,204,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.883,1,,,,,16.4863,7,341,0.6449,2.337,6,977,0.18,48,4,50,5,182.88,5,44,15,5,12.26,14,8.71,6,10,4,180,2,1,2,180,2,5,2,180,2,,,,,,-8,1506,2,11,10,"I-14",2.883,"KM",,"",16.4863,"M",2.337,"M",48,"M",50,"M",100,"FM",12.26,"C",8.71,"C",10,"KT",1,"FT",5,"FT",,"","KG",1506,2017.1,09-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12592,"Britt, Lyle","N"
20688,,751,527,205,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.798,1,,,,,17.1571,7,418,0.6497,2.264,6,1045,0.14,59,4,61,5,228.6,5,44,15,5,10.54,14,7.16,6,20,4,240,2,3,2,240,2,6,2,240,2,,,,,,-8,1978,2,11,31,"H-13",2.798,"KM",,"",17.1571,"M",2.264,"M",59,"M",61,"M",125,"FM",10.54,"C",7.16,"C",20,"KT",3,"FT",6,"FT",,"","KG",1978,2017.1,09-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12593,"Britt, Lyle","N"
20689,,751,527,206,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.839,1,,,,,16.3178,7,406,0.5185,2.28,6,1050,0.14,62,4,64,5,228.6,5,44,15,5,11.59,14,6.74,6,15,4,90,2,3,2,90,2,4,2,90,2,,,,,,-8,5350,2,11,31,"G-13",2.839,"KM",,"",16.3178,"M",2.28,"M",62,"M",64,"M",125,"FM",11.59,"C",6.74,"C",15,"KT",3,"FT",4,"FT",,"","KG",5350,2017.1,09-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12594,"Britt, Lyle","N"
20690,,751,527,207,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.824,1,,,,,15.7898,7,428,0.6669,2.272,6,429,0.12,51,4,53,5,182.88,5,44,15,5,11.08,14,8.52,6,15,4,60,2,3,2,60,2,4,2,60,2,,,,,,-8,1590,2,11,10,"G-14",2.824,"KM",,"",15.7898,"M",2.272,"M",51,"M",53,"M",100,"FM",11.08,"C",8.52,"C",15,"KT",3,"FT",4,"FT",,"","KG",1590,2017.1,09-AUG-21,"Britt, Lyle",1537,11,"",,,"",,,"",12595,"Britt, Lyle","N"
20762,,751,527,208,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.873,1,,,,,16.8199,7,50,0.7035,2.228,6,630,0.13,54,4,56,5,228.6,5,44,15,5,12.86,14,5.58,6,15,4,270,2,2,2,270,2,3,2,270,2,,,,,,-8,3388,2,11,31,"H-11",2.873,"KM",,"",16.8199,"M",2.228,"M",54,"M",56,"M",125,"FM",12.86,"C",5.58,"C",15,"KT",2,"FT",3,"FT",,"","KG",3388,2017.1,10-AUG-21,"Britt, Lyle",1541,11,"",,,"",,,"",12596,"Britt, Lyle","N"
20763,,751,527,209,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.869,1,,,,,16.9345,7,138,0.9062,2.078,6,1054,0.12,49,4,51,5,182.88,5,44,15,5,11.89,14,7.61,6,15,4,270,2,3,2,270,2,4,2,270,2,,,,,,-8,2142,2,11,10,"H-10",2.869,"KM",,"",16.9345,"M",2.078,"M",49,"M",51,"M",100,"FM",11.89,"C",7.61,"C",15,"KT",3,"FT",4,"FT",,"","KG",2142,2017.1,10-AUG-21,"Britt, Lyle",1541,11,"",,,"",,,"",12597,"Britt, Lyle","N"
20764,,751,527,210,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.939,1,,,,,16.5745,7,427,0.7537,2.126,6,929,0.13,45,4,47,5,182.88,5,44,15,5,12.86,14,6.65,6,15,4,245,2,3,2,245,2,4,2,245,2,,,,,,-8,2912,2,11,10,"I-10",2.939,"KM",,"",16.5745,"M",2.126,"M",45,"M",47,"M",100,"FM",12.86,"C",6.65,"C",15,"KT",3,"FT",4,"FT",,"","KG",2912,2017.1,10-AUG-21,"Britt, Lyle",1541,11,"",,,"",,,"",12598,"Britt, Lyle","N"
20765,,751,527,211,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.836,1,,,,,16.4633,7,455,0.7862,2.265,6,973,0.1,50,4,52,5,182.88,5,44,15,5,13.17,14,6.43,6,15,4,180,2,3,2,180,2,4,2,180,2,,,,,,-8,4676,2,11,10,"I-11",2.836,"KM",,"",16.4633,"M",2.265,"M",50,"M",52,"M",100,"FM",13.17,"C",6.43,"C",15,"KT",3,"FT",4,"FT",,"","KG",4676,2017.1,10-AUG-21,"Britt, Lyle",1541,11,"",,,"",,,"",12599,"Britt, Lyle","N"
20766,,751,527,212,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.755,1,,,,,16.1076,7,421,0.466,2.427,6,874,0.13,52,4,54,5,182.88,5,44,15,5,12.81,14,6.97,6,10,4,245,2,3,2,245,2,4,2,245,2,,,,,,-8,2180,2,11,10,"J-11",2.755,"KM",,"",16.1076,"M",2.427,"M",52,"M",54,"M",100,"FM",12.81,"C",6.97,"C",10,"KT",3,"FT",4,"FT",,"","KG",2180,2017.1,10-AUG-21,"Britt, Lyle",1541,11,"",,,"",,,"",12600,"Britt, Lyle","N"
20767,,751,527,213,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.885,1,,,,,16.42,7,329,0.6923,2.3491,4,0,0,47,4,47,5,182.88,5,44,15,5,12.17,14,6.9,6,10,4,240,2,2,2,240,2,3,2,240,2,,,,,,-8,1966,2,11,10,"H-09",2.885,"KM",,"",16.42,"M",2.3491,"M",47,"M",47,"M",100,"FM",12.17,"C",6.9,"C",10,"KT",2,"FT",3,"FT",,"","KG",1966,2017.1,11-AUG-21,"Britt, Lyle",1541,11,"",,,"",,,"",12601,"Britt, Lyle","N"
20768,,751,527,214,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.92,1,,,,,15.8736,7,263,0.5531,2.437,6,363,0.18,42,4,44,5,182.88,5,44,15,5,11.42,14,6.9,6,10,4,240,2,2,2,240,2,3,2,240,2,,,,,,-8,2137,2,11,10,"I-09",2.92,"KM",,"",15.8736,"M",2.437,"M",42,"M",44,"M",100,"FM",11.42,"C",6.9,"C",10,"KT",2,"FT",3,"FT",,"","KG",2137,2017.1,11-AUG-21,"Britt, Lyle",1541,11,"",,,"",,,"",12602,"Britt, Lyle","N"
20769,,751,527,215,,,21,21,2130,2130,929,,17,0,,,,,3,7,2.793,1,,,,,16.384,7,448,0.7196,2.303,6,968,0.11,45,4,47,5,182.88,5,44,15,5,11.88,14,7.28,6,10,4,270,2,2,2,270,2,3,2,270,2,,,,,,-8,1356,2,11,10,"I-08",2.793,"KM",,"",16.384,"M",2.303,"M",45,"M",47,"M",100,"FM",11.88,"C",7.28,"C",10,"KT",2,"FT",3,"FT",,"","KG",1356,2017.1,11-AUG-21,"Britt, Lyle",1541,11,"",,,"",,,"",12603,"Britt, Lyle","N"
20819,,751,527,216,,,14,14,2130,2130,929,,20,0,,,,,3,7,1.574,1,,,,,14.5633,7,271,0.3179,2.261,6,175,0.34,29,4,31,5,137.16,5,44,15,5,9.24,14,9.24,6,10,4,330,2,1,2,330,2,4,2,330,2,,,,,,-8,,1,11,20,"N-02",1.574,"KM",,"",14.5633,"M",2.261,"M",29,"M",31,"M",75,"FM",9.24,"C",9.24,"C",10,"KT",1,"FT",4,"FT",,"","",,2017.1,17-AUG-21,"Britt, Lyle",1552,11,"",,,"",,,"",12627,"Britt, Lyle","N"
20820,,751,527,217,,,14,14,2130,2130,929,,20,5.41,,,,,3,7,1.854,1,,,,,13.8533,7,209,0.7412,2.47,6,278,0.35,36,4,38,5,137.16,5,44,15,5,8.5,14,8.28,6,10,4,0,2,1,2,0,2,6,2,300,2,,,,,,-8,,1,11,20,"N-01",1.854,"KM",,"",13.8533,"M",2.47,"M",36,"M",38,"M",75,"FM",8.5,"C",8.28,"C",10,"KT",1,"FT",6,"FT",,"","",,2017.1,17-AUG-21,"Britt, Lyle",1552,11,"",,,"",,,"",12628,"Britt, Lyle","N"
20821,,751,527,218,,,14,14,2130,2130,929,,20,0,,,,,3,7,2.731,1,,,,,15.1671,7,508,0.5271,2.479,6,539,0.29,39,4,41,5,137.16,5,44,15,5,8.37,14,8.24,6,10,4,0,2,1,2,0,2,5,2,0,2,,,,,,-8,,1,11,20,"M-01",2.731,"KM",,"",15.1671,"M",2.479,"M",39,"M",41,"M",75,"FM",8.37,"C",8.24,"C",10,"KT",1,"FT",5,"FT",,"","",,2017.1,17-AUG-21,"Britt, Lyle",1552,11,"",,,"",,,"",12629,"Britt, Lyle","N"
20822,,751,527,219,,,14,14,2130,2130,929,,20,0,,,,,3,7,2.931,1,,,,,14.9124,7,401,0.454,2.363,6,423,0.37,38,4,40,5,137.16,5,44,15,5,9.02,14,8.74,6,10,4,30,2,1,2,30,2,4,2,30,2,,,,,,-8,1110,2,11,20,"M-02",2.931,"KM",,"",14.9124,"M",2.363,"M",38,"M",40,"M",75,"FM",9.02,"C",8.74,"C",10,"KT",1,"FT",4,"FT",,"","KG",1110,2017.1,17-AUG-21,"Britt, Lyle",1552,11,"",,,"",,,"",12630,"Britt, Lyle","N"
20832,,751,527,221,,,14,14,2130,2130,929,,20,0,,,,,3,7,1.411,1,,,,,15.9512,7,197,0.6791,2.384,6,479,0.15,64,4,66,5,228.6,5,44,15,5,11.42,14,3.88,6,10,4,60,2,1,2,60,2,2,2,60,2,,,,,,-8,,1,11,31,"I-02",1.411,"KM",,"",15.9512,"M",2.384,"M",64,"M",66,"M",125,"FM",11.42,"C",3.88,"C",10,"KT",1,"FT",2,"FT",,"","",,2017.1,18-AUG-21,"Britt, Lyle",1555,11,"",,,"",,,"",12632,"Britt, Lyle","N"
20833,,751,527,222,,,14,14,2130,2130,929,,20,0,,,,,3,7,2.939,1,,,,,15.9127,7,423,0.5276,2.325,6,881,0.21,68,4,70,5,228.6,5,44,15,5,11.46,14,4.06,6,15,4,210,2,1,2,210,2,2,2,210,2,,,,,,-8,1816,2,11,31,"H-02",2.939,"KM",,"",15.9127,"M",2.325,"M",68,"M",70,"M",125,"FM",11.46,"C",4.06,"C",15,"KT",1,"FT",2,"FT",,"","KG",1816,2017.1,18-AUG-21,"Britt, Lyle",1555,11,"",,,"",,,"",12633,"Britt, Lyle","N"
20834,,751,527,223,,,14,14,2130,2130,929,,20,0,,,,,3,7,2.785,1,,,,,16.4116,7,98,0.7475,2.524,6,50,0.51,68,4,71,5,228.6,5,44,15,5,11.7,14,3.7,6,15,4,220,2,1,2,220,2,2,2,220,2,,,,,,-8,2850,2,11,31,"H-03",2.785,"KM",,"",16.4116,"M",2.524,"M",68,"M",71,"M",125,"FM",11.7,"C",3.7,"C",15,"KT",1,"FT",2,"FT",,"","KG",2850,2017.1,18-AUG-21,"Britt, Lyle",1555,11,"",,,"",,,"",12634,"Britt, Lyle","N"
20835,,751,527,224,,,14,14,2130,2130,929,,20,0,,,,,3,7,2.769,1,,,,,19.4477,7,32,0.8162,2.446,6,210,0.12,74,4,76,5,274.32,5,44,15,5,11.73,14,3.26,6,15,4,210,2,3,2,210,2,5,2,210,2,,,,,,-8,2292,2,11,31,"F-05",2.769,"KM",,"",19.4477,"M",2.446,"M",74,"M",76,"M",150,"FM",11.73,"C",3.26,"C",15,"KT",3,"FT",5,"FT",,"","KG",2292,2017.1,19-AUG-21,"Britt, Lyle",1556,11,"",,,"",,,"",12635,"Britt, Lyle","N"
20836,,751,527,225,,,14,14,2130,2130,929,,20,0,,,,,3,7,2.726,1,,,,,16.4464,7,310,0.6965,2.234,6,705,0.1,72,4,74,5,274.32,5,44,15,5,11.91,14,3.38,6,20,4,210,2,4,2,210,2,6,2,210,2,,,,,,-8,3630,2,11,31,"F-06",2.726,"KM",,"",16.4464,"M",2.234,"M",72,"M",74,"M",150,"FM",11.91,"C",3.38,"C",20,"KT",4,"FT",6,"FT",,"","KG",3630,2017.1,19-AUG-21,"Britt, Lyle",1556,11,"",,,"",,,"",12636,"Britt, Lyle","N"
20838,,751,527,227,,,14,14,2130,2130,929,,20,0,,,,,3,7,2.652,1,,,,,17.1465,7,263,0.4664,2.326,6,1012,0.14,84,4,86,5,274.32,5,44,15,5,11.77,14,3.25,6,25,4,270,2,4,2,270,2,12,2,270,2,,,,,,-8,3726,2,11,31,"E-05",2.652,"KM",,"",17.1465,"M",2.326,"M",84,"M",86,"M",150,"FM",11.77,"C",3.25,"C",25,"KT",4,"FT",12,"FT",,"","KG",3726,2017.1,19-AUG-21,"Britt, Lyle",1556,11,"",,,"",,,"",12638,"Britt, Lyle","N"
20993,,751,527,228,,,14,14,2130,2130,929,,20,0,,,,,3,7,1.379,1,,,,,19.419,7,83,0.8546,2.172,6,203,0.19,124,4,126,5,365.76,5,44,15,5,11.49,14,4.65,6,10,4,240,2,1,2,240,2,3,2,240,2,,,,,,-8,,1,11,50,"C-03",1.379,"KM",,"",19.419,"M",2.172,"M",124,"M",126,"M",200,"FM",11.49,"C",4.65,"C",10,"KT",1,"FT",3,"FT",,"","",,2017.1,20-AUG-21,"Britt, Lyle",1561,11,"",,,"",,,"",12639,"Britt, Lyle","N"
19987,,751,520,79,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.85,1,,,,,17.1038,7,11,0.8693,1.842,6,550,0.16,128,4,130,5,411.48,5,44,15,5,8.85,14,4.2,6,10,4,20,2,1,2,20,2,1,2,67,2,,,,,,-8,,1,11,50,"E-01",2.85,"KM",,"",17.1038,"M",1.842,"M",128,"M",130,"M",225,"FM",8.85,"C",4.2,"C",10,"KT",1,"FT",1,"FT",,"","",,2017.1,19-JUN-21,"Haehn, Rebecca",1454,11,"",,,"",,,"",12431,"Haehn, Rebecca","Y"
19988,,751,520,80,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.815,1,,,,,17.2798,7,67,0.2451,1.827,6,646,0.1,103,4,105,5,320.04,5,44,15,5,8.79,14,3.46,6,0,4,-2,2,0,2,-2,2,0,2,,,,,,,,-8,,1,11,31,"F-01",2.815,"KM",,"",17.2798,"M",1.827,"M",103,"M",105,"M",175,"FM",8.79,"C",3.46,"C",0,"KT",0,"FT",0,"FT",,"","",,2017.1,20-JUN-21,"Haehn, Rebecca",1455,11,"",,,"",,,"",12432,"Haehn, Rebecca","Y"
19989,,751,520,81,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.895,1,,,,,16.6524,7,233,0.5425,1.903,6,1026,0.14,76,4,78,5,274.32,5,44,15,5,8.6,14,3.67,6,5,4,45,2,0,2,-2,2,1,2,20,2,,,,,,-8,1040,2,11,31,"G-01",2.895,"KM",,"",16.6524,"M",1.903,"M",76,"M",78,"M",150,"FM",8.6,"C",3.67,"C",5,"KT",0,"FT",1,"FT",,"","KG",1040,2017.1,20-JUN-21,"Haehn, Rebecca",1455,11,"",,,"",,,"",12433,"Haehn, Rebecca","Y"
19990,,751,520,82,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.814,1,,,,,15.8328,7,378,0.3566,2.174,6,1002,0.13,71,4,73,5,228.6,5,44,15,5,9.03,14,3.97,6,5,4,-3,2,0,2,-2,2,1,2,20,2,,,,,,-8,1282,2,11,31,"H-01",2.814,"KM",,"",15.8328,"M",2.174,"M",71,"M",73,"M",125,"FM",9.03,"C",3.97,"C",5,"KT",0,"FT",1,"FT",,"","KG",1282,2017.1,20-JUN-21,"Haehn, Rebecca",1455,11,"",,,"",,,"",12434,"Haehn, Rebecca","Y"
19991,,751,520,83,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.834,1,,,,,15.5293,7,122,0.434,2.013,6,1031,0.13,67,4,69,5,228.6,5,44,15,5,8.89,14,3.68,6,5,4,337,2,0,2,-2,2,1,2,20,2,,,,,,-8,2364,2,11,31,"I-01",2.834,"KM",,"",15.5293,"M",2.013,"M",67,"M",69,"M",125,"FM",8.89,"C",3.68,"C",5,"KT",0,"FT",1,"FT",,"","KG",2364,2017.1,20-JUN-21,"Haehn, Rebecca",1455,11,"",,,"",,,"",12435,"Haehn, Rebecca","Y"
19992,,751,520,84,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.798,1,,,,,16.486,7,148,0.3819,1.86,6,1408,0.12,66,4,68,5,228.6,5,44,15,5,7.88,14,3.57,6,5,4,337,2,0,2,-2,2,1,2,20,2,,,,,,-8,1804,2,11,41,"J-01",2.798,"KM",,"",16.486,"M",1.86,"M",66,"M",68,"M",125,"FM",7.88,"C",3.57,"C",5,"KT",0,"FT",1,"FT",,"","KG",1804,2017.1,20-JUN-21,"Haehn, Rebecca",1455,11,"",,,"",,,"",12436,"Haehn, Rebecca","Y"
19993,,751,520,85,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.769,1,,,,,16.3105,7,239,0.3872,1.917,6,1466,0.1,62,4,64,5,228.6,5,44,15,5,8.86,14,3.28,6,5,4,247,2,0,2,-2,2,0,2,-2,2,,,,,,-8,1044,2,11,31,"J-02",2.769,"KM",,"",16.3105,"M",1.917,"M",62,"M",64,"M",125,"FM",8.86,"C",3.28,"C",5,"KT",0,"FT",0,"FT",,"","KG",1044,2017.1,21-JUN-21,"Haehn, Rebecca",1456,11,"",,,"",,,"",12437,"Haehn, Rebecca","Y"
19994,,751,520,86,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.843,1,,,,,15.9934,7,329,0.3964,1.888,6,865,0.13,51,4,53,5,182.88,5,44,15,5,7.57,14,3.13,6,5,4,337,2,1,2,337,2,0,2,-2,2,,,,,,-8,1917,2,11,20,"K-02",2.843,"KM",,"",15.9934,"M",1.888,"M",51,"M",53,"M",100,"FM",7.57,"C",3.13,"C",5,"KT",1,"FT",0,"FT",,"","KG",1917,2017.1,21-JUN-21,"Haehn, Rebecca",1456,11,"",,,"",,,"",12438,"Haehn, Rebecca","Y"
19995,,751,520,87,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.896,1,,,,,15.8045,7,354,0.3565,2.25,6,1573,0.14,58,4,60,5,228.6,5,44,15,5,7.8,14,3.23,6,0,4,-2,2,0,2,-2,2,1,2,337,2,,,,,,-8,2090,2,11,41,"K-01",2.896,"KM",,"",15.8045,"M",2.25,"M",58,"M",60,"M",125,"FM",7.8,"C",3.23,"C",0,"KT",0,"FT",1,"FT",,"","KG",2090,2017.1,21-JUN-21,"Haehn, Rebecca",1456,11,"",,,"",,,"",12439,"Haehn, Rebecca","Y"
19996,,751,520,88,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.958,1,,,,,15.7127,7,378,0.6767,2.299,6,374,0.31,45,4,47,5,182.88,5,44,15,5,6.81,14,3.69,6,0,4,-2,2,0,2,-2,2,1,2,337,2,,,,,,-8,1318,2,11,20,"L-01",2.958,"KM",,"",15.7127,"M",2.299,"M",45,"M",47,"M",100,"FM",6.81,"C",3.69,"C",0,"KT",0,"FT",1,"FT",,"","KG",1318,2017.1,21-JUN-21,"Haehn, Rebecca",1456,11,"",,,"",,,"",12440,"Haehn, Rebecca","Y"
19997,,751,520,89,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.867,1,,,,,15.6277,7,104,0.6251,2.401,6,1787,0.19,42,4,44,5,182.88,5,44,15,5,7.62,14,3.81,6,0,4,-2,2,0,2,-2,2,1,2,337,2,,,,,,-8,1308,2,11,20,"L-02",2.867,"KM",,"",15.6277,"M",2.401,"M",42,"M",44,"M",100,"FM",7.62,"C",3.81,"C",0,"KT",0,"FT",1,"FT",,"","KG",1308,2017.1,21-JUN-21,"Haehn, Rebecca",1456,11,"",,,"",,,"",12441,"Haehn, Rebecca","Y"
19998,,751,520,90,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.714,1,,,,,15.0738,7,426,0.5113,2.254,6,849,0.31,38,4,40,5,137.16,5,44,15,5,7.42,14,4.18,6,10,4,90,2,1,2,67,2,2,2,67,2,,,,,,-8,1432,2,11,20,"M-02",2.714,"KM",,"",15.0738,"M",2.254,"M",38,"M",40,"M",75,"FM",7.42,"C",4.18,"C",10,"KT",1,"FT",2,"FT",,"","KG",1432,2017.1,22-JUN-21,"Haehn, Rebecca",1457,11,"",,,"",,,"",12442,"Haehn, Rebecca","Y"
19999,,751,520,91,,,17,17,2130,2130,929,,3,0,,,,,3,7,2.898,1,,,,,15.7543,7,137,0.5329,2.166,6,915,0.17,40,4,42,5,137.16,5,44,15,5,5.74,14,3.94,6,10,4,90,2,1,2,90,2,2,2,90,2,,,,,,-8,,1,11,20,"M-01",2.898,"KM",,"",15.7543,"M",2.166,"M",40,"M",42,"M",75,"FM",5.74,"C",3.94,"C",10,"KT",1,"FT",2,"FT",,"","",,2017.1,22-JUN-21,"Haehn, Rebecca",1457,11,"",,,"",,,"",12443,"Haehn, Rebecca","Y"
